,Wikipedia_features,wikipedia_featurs_No
4945,in many,34.01794028652367
4946,answers,34.009073743190655
4947,name for,33.99822901904133
4948,using four,33.98174346397994
4949,clean up,33.97666539056329
4950,500,33.97502762197731
4951,this website,33.96534162950597
4952,helped,33.95880564272723
4953,been done,33.94918615210088
4954,wiki page,33.94875105573722
4955,imply,33.94740898475973
4956,you it,33.9402158724168
4957,unreliable,33.9390439591476
4958,creator,33.93454485291479
4959,serbian,33.93076999474425
4960,collection,33.921138181325574
4961,dubious,33.90309395769047
4962,re right,33.894050062543464
4963,impact,33.89046640753628
4964,keep your,33.88725880799373
4965,as part,33.87678378815383
4966,democratic,33.87575409974751
4967,identified,33.87545685777311
4968,you with,33.87142708749711
4969,hi there,33.86658445944553
4970,another user,33.85942228557557
4971,care to,33.84873713052951
4972,participate in,33.83381864950621
4973,the government,33.82619431380076
4974,hundreds of,33.82434989712393
4975,to correct,33.821769546913636
4976,victim,33.820479915532054
4977,5em,33.81928290184368
4978,also please,33.808619350734574
4979,heavy,33.80738568598902
4980,talks,33.807132109935125
4981,asia,33.796934371574665
4982,most people,33.788356002485585
4983,one to,33.777807620972986
4984,get this,33.773726322002716
4985,terrible,33.76472177502828
4986,the song,33.76229644482512
4987,operation,33.76125812626452
4988,it being,33.74625563218165
4989,by any,33.743896374454735
4990,to articles,33.743708886625406
4991,users who,33.734140292427476
4992,stated that,33.73401589119367
4993,deleting the,33.727210029325846
4994,appearance,33.7263863307579
4995,feel like,33.71387422322912
4996,is another,33.70353440570541
4997,initial,33.703308457816085
4998,while you,33.68764432426198
4999,california,33.68590762994006
5000,bigger,33.6858246331724
5001,guilty,33.68072060720893
5002,away with,33.67829885294509
5003,an ip,33.67778299577139
5004,asking for,33.67749555442651
5005,sister,33.6712860609324
5006,2011 utc,33.66672945075444
5007,and still,33.6663403026133
5008,grounds,33.66596600271179
5009,wikipedia but,33.65950514546811
5010,bridge,33.655948488923144
5011,then why,33.65207109978009
5012,apparent,33.64761281504911
5013,trolls,33.63556205435006
5014,and yet,33.63199602683309
5015,intend,33.614879843372115
5016,not what,33.61115709622104
5017,nasty,33.60408192229004
5018,are on,33.60215468426722
5019,weak,33.57945545972896
5020,violence,33.57369452790281
5021,isn the,33.57082471733706
5022,opened,33.56033314062087
5023,can add,33.559092479032785
5024,normally,33.558207852638894
5025,were to,33.55229510037465
5026,movies,33.550861976853255
5027,requests for,33.544403411590444
5028,doesn seem,33.54076485615869
5029,the language,33.53600188454576
5030,where to,33.534197828681556
5031,it please,33.53032048424611
5032,yet you,33.52855799239373
5033,draw,33.52271840849718
5034,promoting,33.52209239630458
5035,certainly not,33.51128933458929
5036,bothered,33.50761440667207
5037,killing,33.50293169428365
5038,case you,33.50075335079049
5039,only in,33.49601000163861
5040,decent,33.4864777633682
5041,era,33.48464540358606
5042,really don,33.482045229842896
5043,altered,33.478405912988386
5044,offered,33.478117086931526
5045,staff,33.477086440912736
5046,biographies,33.472320958375434
5047,folks,33.46990997162763
5048,formatting,33.46796157223161
5049,correction,33.46080386155494
5050,species,33.45684817094198
5051,additionally,33.4317902246607
5052,not at,33.428081962150436
5053,determined,33.422612456950304
5054,moreover,33.4210355506922
5055,you created,33.41623949391606
5056,facts and,33.41159402824297
5057,items,33.40859286609691
5058,tony,33.407468929000345
5059,banning,33.3992531195261
5060,for people,33.392466142417234
5061,should also,33.39181140764193
5062,would make,33.39000958813356
5063,this for,33.373588077808165
5064,site is,33.372237279344404
5065,for him,33.371467457194846
5066,edits you,33.364227640001275
5067,task,33.36088879343145
5068,dyk,33.35988328174514
5069,editing and,33.35088537846506
5070,are to,33.33868800543355
5071,take this,33.335940020232655
5072,says it,33.333728405119814
5073,as am,33.32683499549024
5074,is like,33.322895673017484
5075,the university,33.32110148107188
5076,gain,33.32025687177773
5077,the need,33.31397178583101
5078,armenian,33.29887078947157
5079,it ll,33.297314972435466
5080,listed at,33.29669605910715
5081,ve added,33.296195882998894
5082,charge,33.29131185211685
5083,toward,33.288596508699726
5084,drama,33.28054950169728
5085,scientists,33.27259966976438
5086,is fucking,33.27050967041289
5087,of such,33.26838762705073
5088,banned from,33.25882790040643
5089,get you,33.25235437472296
5090,the recent,33.2482037114392
5091,the news,33.24650811738923
5092,from other,33.23799796028927
5093,resolve,33.236045204480924
5094,be moved,33.23369773605591
5095,bullying,33.22448716902751
5096,this you,33.22396879254678
5097,imo,33.223785226783
5098,than that,33.223624854671705
5099,it into,33.22215535166181
5100,5px style,33.21353130826352
5101,southern,33.20982241960525
5102,edit was,33.20724541990127
5103,offended,33.201388659056526
5104,what kind,33.18890941891499
5105,which would,33.187641918287824
5106,would it,33.17894007671127
5107,the result,33.17756594849299
5108,maintain,33.17691533507301
5109,and go,33.176844330990754
5110,of work,33.175721422093794
5111,is far,33.174473613517804
5112,republic of,33.16819099125995
5113,associated with,33.16776767114687
5114,as your,33.156188829637124
5115,80,33.150403396854
5116,deleted my,33.14933974171482
5117,be called,33.141474940263066
5118,talking to,33.14058806250851
5119,have said,33.13497364625777
5120,lazy,33.12092635162487
5121,unconstructive,33.115497630529354
5122,2001,33.10406167727409
5123,examples of,33.09770071670512
5124,neo,33.09648926606398
5125,secret,33.09400127141507
5126,technology,33.09172336087382
5127,will find,33.08977340223953
5128,just one,33.08739219102145
5129,good job,33.08329631194885
5130,treat,33.07294268227377
5131,work in,33.0726070934674
5132,direction,33.06574683645449
5133,other hand,33.055420795199495
5134,anyone know,33.05467124567153
5135,was wrong,33.05081318867584
5136,attack on,33.03865022383589
5137,wall,33.03558954101398
5138,the full,33.030530735371535
5139,and did,33.021756658159404
5140,an attempt,33.01219959351912
5141,don give,33.005920219996
5142,fill,33.00431053350217
5143,organizations,33.002121509069795
5144,intended to,33.00087219480381
5145,for years,32.99912108034442
5146,nationalist,32.99562654853428
5147,the big,32.97916293257006
5148,ve already,32.96503131156775
5149,expansion,32.96228261274326
5150,adds,32.95275110510451
5151,ll try,32.9508586372505
5152,featured article,32.94705823759347
5153,be seen,32.94659877273872
5154,the line,32.93466046593061
5155,nothing wrong,32.923364355689436
5156,article does,32.91997554173991
5157,crimes,32.91731956669991
5158,and ve,32.91166868694383
5159,make an,32.9115147354219
5160,display,32.90569916305875
5161,richard,32.90166297018804
5162,twat,32.89696767782208
5163,apologise,32.89590697017298
5164,well done,32.88715777947433
5165,undoing,32.869686234143416
5166,loss,32.865794126641276
5167,scholar,32.861440284117165
5168,fdffe7 border,32.858608518270124
5169,for while,32.85839345622762
5170,please feel,32.85631342113094
5171,explains,32.8472341645021
5172,me is,32.84595034487357
5173,of new,32.84505369026714
5174,is part,32.83800943781071
5175,then please,32.82746965357296
5176,came to,32.821014899973946
5177,whore,32.82000423552779
5178,be that,32.80447584650592
5179,gold,32.79645388477294
5180,projects,32.79607022430121
5181,lede,32.79404387823677
5182,follows,32.79063178292109
5183,article this,32.78893313195868
5184,get off,32.78427583978228
5185,be aware,32.76469819247884
5186,they want,32.76034719962992
5187,animals,32.76030960123967
5188,dutch,32.754558428181284
5189,you actually,32.75366263822584
5190,thing that,32.747555013951875
5191,your actions,32.74586293218144
5192,down and,32.74020176652285
5193,placed on,32.736092464469614
5194,all in,32.726140175564396
5195,who you,32.72328830896071
5196,redundant,32.72071597074201
5197,not delete,32.71161554746143
5198,one in,32.71110562167956
5199,being blocked,32.70495117767348
5200,distinction,32.7019259721126
5201,here as,32.69570209910696
5202,the answer,32.695540746816974
5203,the biggest,32.69148083307006
5204,when was,32.69067343879237
5205,and decide,32.68728866183368
5206,to speak,32.68061786831133
5207,jimmy,32.678570718869295
5208,this on,32.676296229580025
5209,proof that,32.67486209369948
5210,fceb92,32.67460240190404
5211,solid fceb92,32.67460240190404
5212,unlikely,32.671312354200246
5213,sense to,32.66468886406475
5214,he doesn,32.66382474155844
5215,so is,32.66317040128167
5216,unblock request,32.65982139883814
5217,shared ip,32.65812760710889
5218,45,32.656674720490095
5219,discussion is,32.64763159783728
5220,re an,32.645243594310266
5221,whenever,32.63996615969247
5222,racial,32.62894406337602
5223,this it,32.61692262155867
5224,attempts to,32.609314698745386
5225,figure out,32.60631820661731
5226,hmm,32.59173076197334
5227,is based,32.57911817121699
5228,nick,32.57074968941018
5229,ve just,32.56564491396808
5230,me about,32.557831045721926
5231,is how,32.54432478090734
5232,ve made,32.53450368654799
5233,not use,32.532924632263395
5234,justified,32.52699606396267
5235,an important,32.517628324483255
5236,ll just,32.50941054818537
5237,glad to,32.505303749304474
5238,supported by,32.501379903120295
5239,copy of,32.50044753113457
5240,tend,32.494994955699994
5241,was my,32.49095357259305
5242,commented,32.484806386458835
5243,what am,32.483220399375895
5244,you use,32.478257621767376
5245,mention the,32.466447590304334
5246,the introduction,32.45681227468707
5247,out in,32.45499902429542
5248,recognize,32.45497006524168
5249,at some,32.444862339025114
5250,poland,32.444462187998255
5251,as result,32.43540257635656
5252,time in,32.435199442011815
5253,but just,32.41855644895087
5254,who do,32.41643705619175
5255,are right,32.41517189204232
5256,got to,32.41195454613205
5257,probably be,32.408414611067165
5258,which he,32.407984064519894
5259,no doubt,32.39717536615569
5260,speedily deleted,32.395322287962216
5261,he didn,32.387479346117956
5262,stick to,32.38334253646222
5263,proof of,32.3767612467654
5264,enough for,32.36826116804802
5265,whatever you,32.36751103762702
5266,to her,32.36668372436535
5267,would also,32.35806407078411
5268,compared to,32.3463364170404
5269,seven,32.343941845682565
5270,thomas,32.34093202722311
5271,created the,32.340599129618404
5272,point in,32.33420620260549
5273,chapter,32.3306171043152
5274,bringing,32.327646163523035
5275,qualify,32.319796376712326
5276,is called,32.31898337627472
5277,not personal,32.31789017186327
5278,get back,32.312512725127355
5279,forms,32.30065804319366
5280,articles in,32.297448085891425
5281,function,32.294896034171785
5282,tells,32.28682000793935
5283,inserted,32.28570636737198
5284,think so,32.28304607019303
5285,wp npov,32.273878215250015
5286,blow,32.27024453629595
5287,closer,32.264793939365724
5288,offense,32.26451614358618
5289,enjoy editing,32.26389664244028
5290,arms,32.255162944144956
5291,you who,32.255098638809784
5292,the battle,32.25004864742531
5293,all those,32.24744189976712
5294,but only,32.22006537369006
5295,entitled,32.20957428403162
5296,following the,32.20360830366916
5297,credibility,32.187706447278615
5298,everywhere,32.17780094884401
5299,equally,32.176654304577866
5300,not and,32.1761884628846
5301,literally,32.17540406900281
5302,you remove,32.174186237221186
5303,with what,32.14636578059248
5304,puppets,32.145050650411335
5305,for discussion,32.14005851600145
5306,harass,32.12372446323445
5307,again welcome,32.112880607656436
5308,greeks,32.10670799669973
5309,engage in,32.10332512968049
5310,fails,32.102737316844454
5311,good for,32.075416178857
5312,get blocked,32.07518222708443
5313,effects,32.06627214838804
5314,the entry,32.06202814896437
5315,and thanks,32.03950571252017
5316,it did,32.03729610918713
5317,cease,32.03099788345221
5318,my post,32.01749982667128
5319,administrative,32.010119728242344
5320,all have,32.00643543530137
5321,statistics,32.00439468433439
5322,fact is,32.0007165303977
5323,publications,31.99380172393766
5324,where they,31.989577943832085
5325,way the,31.9849922400177
5326,prime,31.960786814015975
5327,is wikipedia,31.950976555202278
5328,it true,31.94633414217397
5329,chose,31.942364582575717
5330,ve had,31.924883209824717
5331,describing,31.921022420171727
5332,silence,31.920497254047444
5333,please check,31.90845703325739
5334,people with,31.900009027834198
5335,have my,31.89641647056724
5336,sorry if,31.888060656095373
5337,hero,31.887024480483223
5338,be no,31.885710311635698
5339,it must,31.876261093904905
5340,to reflect,31.871261112438884
5341,first of,31.86994528233279
5342,one day,31.86588160712194
5343,to address,31.85976570576657
5344,wikipedia this,31.859650655381195
5345,your mother,31.855261963444086
5346,where he,31.851652184570632
5347,types of,31.84894101249315
5348,ability to,31.84849391245935
5349,something else,31.840001399019368
5350,pov and,31.837008414443392
5351,because that,31.831374898282668
5352,revert rule,31.82603765227675
5353,to cite,31.817678877124962
5354,realise,31.816093340347397
5355,was removed,31.81581649139811
5356,yourself you,31.80884595370808
5357,have also,31.802536287265855
5358,it too,31.79874323333852
5359,2002,31.795860029845834
5360,hall,31.781574964424316
5361,how this,31.78001858131717
5362,still be,31.77272719183735
5363,palestinian,31.7701996386499
5364,sure it,31.763997658447355
5365,comments to,31.76080216153334
5366,he also,31.75003250401918
5367,and be,31.737512974151123
5368,candidate,31.73508583239462
5369,wikipedia talk,31.733260558215076
5370,childish,31.72838168948923
5371,kiss,31.71777740114361
5372,division,31.71760718325682
5373,defense,31.716604456645584
5374,someone please,31.690228106071473
5375,years and,31.68712167139967
5376,have nice,31.682669734642324
5377,give up,31.677574474037673
5378,issue is,31.660129631949147
5379,it then,31.655451171901213
5380,dare you,31.651673030005476
5381,page thanks,31.637576625021353
5382,needed to,31.635492266205194
5383,related articles,31.628327803444147
5384,it by,31.625160612382363
5385,this whole,31.622731917862932
5386,paste,31.616591793932713
5387,historian,31.6121625003981
5388,do to,31.611077264781464
5389,catch,31.605887680649662
5390,discovered,31.602298894181928
5391,not need,31.601816641015816
5392,trial,31.590467533176387
5393,you agree,31.589906169354244
5394,of sources,31.589023830103518
5395,is he,31.584608228202313
5396,powerful,31.571121047279586
5397,papers,31.569039286839374
5398,violates,31.556259445058142
5399,mere,31.552936777792578
5400,deep,31.547644160832647
5401,me why,31.541023161746253
5402,but when,31.53339022642764
5403,assumed,31.52685092283097
5404,who can,31.52669734937225
5405,in these,31.522633175963
5406,70,31.518002912542293
5407,articles you,31.501131092748334
5408,the names,31.498802173180604
5409,viewpoint,31.49207884091865
5410,breaking,31.489830213076562
5411,this link,31.488924029271335
5412,dad,31.487623490237574
5413,revert my,31.48643318590406
5414,archived,31.47360594894684
5415,mixed,31.472305610724515
5416,who were,31.47019716999264
5417,successful,31.461236503239462
5418,the photo,31.45694643800574
5419,years old,31.448975440944643
5420,object to,31.441542847979473
5421,me at,31.43736347484105
5422,seconds,31.43230528135082
5423,reversion,31.4031742422212
5424,leave note,31.401871728387803
5425,skills,31.40012964460677
5426,align center,31.38984494903962
5427,but would,31.384395491355175
5428,chosen,31.382867703945223
5429,changed it,31.366156841042585
5430,called the,31.354601252410557
5431,jones,31.350265558360814
5432,page thank,31.343517633859566
5433,experts,31.338731276616933
5434,censored,31.338275672605768
5435,assume that,31.33591489089927
5436,positions,31.327647023607035
5437,continuing,31.323406878091017
5438,style border,31.31615066927723
5439,memory,31.312438680320096
5440,and with,31.311749895170593
5441,been in,31.30456601772972
5442,services,31.30023190880799
5443,just don,31.29716110319987
5444,or do,31.293658724251614
5445,you disagree,31.270923266951613
5446,page will,31.270541041743172
5447,respected,31.262933422518255
5448,just an,31.255797453955157
5449,said the,31.250638856568145
5450,what wikipedia,31.245026156055157
5451,there for,31.238802870673457
5452,please provide,31.224604861483282
5453,sea,31.219560880084778
5454,care of,31.215811052723115
5455,message to,31.21387033979855
5456,destroyed,31.197688013756142
5457,point to,31.19660123597836
5458,features,31.191404096812253
5459,please tell,31.18083868919683
5460,image to,31.175861683814272
5461,the basis,31.17381026892075
5462,user has,31.171230183239864
5463,doesn matter,31.170587268473973
5464,millions,31.1656429940989
5465,great article,31.160898919826487
5466,wise,31.15391999227308
5467,that means,31.15116750511373
5468,dont you,31.150220506588884
5469,bear,31.138091417161203
5470,in place,31.130855894366896
5471,section in,31.114800568895237
5472,significance,31.099325534432023
5473,be great,31.09520764851657
5474,procedure,31.093778908167327
5475,think your,31.087847029352627
5476,resources,31.08116666410058
5477,that many,31.072381881347308
5478,units,31.070827693617055
5479,secondly,31.066366358522746
5480,the message,31.065066595179843
5481,speed,31.063935898060308
5482,it good,31.063312990279567
5483,materials,31.06316007055706
5484,ben,31.062580798112208
5485,for inclusion,31.055177260304685
5486,have now,31.05081946055621
5487,valuable,31.04867558877327
5488,the reasons,31.04818863306885
5489,before it,31.04817114917953
5490,redirect to,31.037460280681714
5491,allows,31.034871684015712
5492,research and,31.027736378938442
5493,merit,31.024627399298257
5494,forward to,31.02277832594038
5495,any further,31.00555991040471
5496,many thanks,31.003314059211654
5497,so on,31.001894871888435
5498,pages using,30.999557804607395
5499,and again,30.997966397681274
5500,martin,30.991241209005256
5501,to agree,30.99025143181434
5502,everyone else,30.98764363450012
5503,own talk,30.98448901449521
5504,the present,30.983797632837273
5505,the usa,30.978067742502535
5506,information from,30.9751804492011
5507,have your,30.97126603240431
5508,things to,30.967489972855923
5509,stuck,30.962602532697534
5510,wiki wikipedia,30.962241941673366
5511,for each,30.96055656508802
5512,protecting,30.952881627199538
5513,in such,30.9414199624413
5514,meaning of,30.934510180004335
5515,finish,30.91955837344489
5516,has never,30.898432837255985
5517,reviewing,30.894706856826453
5518,have one,30.88690198898348
5519,so he,30.875230545718892
5520,info on,30.861878508107846
5521,you again,30.851278080069754
5522,believed,30.850449973754845
5523,arabs,30.848470573991065
5524,unique,30.842052927904003
5525,tend to,30.83603319486138
5526,portal,30.833868589007
5527,get some,30.830946182310278
5528,administration,30.82551012896109
5529,opinion on,30.80001876171033
5530,were you,30.788280459908414
5531,is gay,30.78728100369706
5532,telling me,30.783986752724843
5533,of good,30.77494008127866
5534,aspects,30.773117722025106
5535,you is,30.764255021523848
5536,site and,30.762269208000873
5537,blame,30.754250053659987
5538,is obviously,30.75421481200796
5539,read my,30.7420578783565
5540,relations,30.74170265715427
5541,is fine,30.7360501491357
5542,that when,30.730829810095706
5543,find any,30.71767724112576
5544,fraud,30.713054549028744
5545,or anything,30.71076767407164
5546,questions about,30.703120962350706
5547,being wikipedian,30.69623786395675
5548,make you,30.67883086362024
5549,tired of,30.67880823520934
5550,not one,30.67639845889786
5551,revert it,30.66186666257941
5552,guys are,30.657625579378486
5553,to defend,30.65674493641229
5554,greece,30.655196154900114
5555,correcting,30.653027715622052
5556,ca,30.646685963169254
5557,dvd,30.643110938262062
5558,several times,30.636058175474094
5559,harry,30.620843590172154
5560,tagging,30.61894615133638
5561,proved,30.61457083260837
5562,understanding of,30.614134453692337
5563,person is,30.61173803291383
5564,merging,30.60878861962194
5565,admitted,30.59977273175736
5566,your work,30.592917175178016
5567,forth,30.58919452182666
5568,wikipedia how,30.575601471310154
5569,abuse of,30.562473066350083
5570,like your,30.55669940548919
5571,article will,30.552455978660618
5572,you reverted,30.55066368069243
5573,translate,30.550102999897113
5574,this be,30.54166697316915
5575,historic,30.540884964159115
5576,from being,30.538914021308763
5577,informative,30.533833598933608
5578,effort to,30.533226837114867
5579,it possible,30.52841865608514
5580,except for,30.525813107852784
5581,just that,30.520471567711766
5582,desire,30.509774835438712
5583,married,30.50810406353589
5584,without the,30.501782573691653
5585,by all,30.496237471356334
5586,of things,30.493946943965383
5587,my contributions,30.49324146161253
5588,ryan,30.49285710245724
5589,non free,30.48819068588447
5590,from his,30.479349304750958
5591,us to,30.47907962813885
5592,to people,30.462701863694324
5593,it means,30.459672884013557
5594,that might,30.455758923299285
5595,to and,30.44935069925846
5596,are two,30.448074472617062
5597,can also,30.44195704470013
5598,doing the,30.434252157387352
5599,item,30.42743082775617
5600,in advance,30.425236176156222
5601,risk,30.4245309914912
5602,exactly the,30.42279121563589
5603,receive,30.42219981464891
5604,they had,30.414056560081598
5605,cites,30.406430772577608
5606,to accept,30.40345110549282
5607,work with,30.40004332863781
5608,like said,30.39936538334891
5609,page again,30.399079844861138
5610,you help,30.39696414945366
5611,greetings,30.386142858342286
5612,page which,30.374154504574776
5613,the afd,30.37279795234708
5614,strike,30.36987425190017
5615,how they,30.36605050952247
5616,deleted from,30.361017798836404
5617,extent,30.360307027218308
5618,purely,30.359210797033366
5619,show me,30.352494677800834
5620,what would,30.342676401945088
5621,seperate,30.337086722200624
5622,account for,30.329591526978085
5623,granted,30.322571981910862
5624,fictional,30.319268866074637
5625,should go,30.316367013615608
5626,asked for,30.312884764099028
5627,not it,30.30728270266821
5628,intellectual,30.305069886541396
5629,to join,30.292280051053602
5630,relevance,30.284822073686964
5631,absolute,30.26108019643867
5632,npa,30.257988496132185
5633,poll,30.252298688579437
5634,it won,30.233006429394255
5635,makes you,30.232509476895164
5636,core,30.224594631523242
5637,really need,30.21721790127065
5638,but for,30.213917484077765
5639,whether the,30.213580872707556
5640,jump,30.212859305589653
5641,limit,30.210191438650238
5642,and since,30.209701405178347
5643,this image,30.20780487357739
5644,should know,30.207367618411904
5645,scale,30.20376107361538
5646,33,30.196652293476514
5647,the appropriate,30.19632097666787
5648,the relevant,30.19623541429858
5649,wait for,30.19332975146668
5650,beautiful,30.18262971614917
5651,there have,30.17839184435027
5652,establish,30.176694936515787
5653,these articles,30.17541149778826
5654,artists,30.174388841155206
5655,that section,30.166085880289465
5656,user who,30.155584991100426
5657,essay,30.154004687658357
5658,no sense,30.153776051228466
5659,covers,30.15285219666514
5660,freedom of,30.136680516911028
5661,the intro,30.13642539379695
5662,balanced,30.133371342402285
5663,this subject,30.13167654230471
5664,have their,30.129599269343707
5665,doctor,30.128339440664256
5666,waiting for,30.121216369516066
5667,such thing,30.104180043046334
5668,encourage,30.096287776697288
5669,checkuser,30.09581356816835
5670,have more,30.09310337616476
5671,determine,30.092852014098217
5672,over it,30.09137229899095
5673,highest,30.089771323777235
5674,that ve,30.089116766739554
5675,what exactly,30.087491076114596
5676,precisely,30.08522908330052
5677,can read,30.079317838345997
5678,the opening,30.07558913085418
5679,want it,30.068618691709627
5680,my userpage,30.06116945086898
5681,kidding,30.04541022405288
5682,he not,30.041119385624814
5683,fred,30.033253190725752
5684,there you,30.03222481698816
5685,this kind,30.028969077976384
5686,the meaning,30.008883773464568
5687,the review,30.00400631252456
5688,judgement,30.001819373093976
5689,well you,29.99287342834099
5690,get rid,29.99041123339982
5691,no consensus,29.989025789572292
5692,1em,29.986283112303884
5693,engaged in,29.98436614413904
5694,ll get,29.977267494790624
5695,co uk,29.97247973011983
5696,for making,29.97125172247832
5697,porn,29.96940223720943
5698,actor,29.96634498018256
5699,am just,29.964351606365348
5700,reputation,29.949621269163305
5701,referencing,29.947438954797292
5702,filled,29.94675567330549
5703,it right,29.942567417489272
5704,not your,29.933980008729822
5705,say you,29.931462148139786
5706,aircraft,29.927197785808037
5707,article by,29.926008465156283
5708,recorded,29.922943183452897
5709,really is,29.90931685649464
5710,weasel,29.909164144889505
5711,listed in,29.908314198065504
5712,your ip,29.9071090820451
5713,but my,29.903755756754478
5714,didn make,29.901832194039308
5715,economic,29.900856110976367
5716,shows that,29.892131637859354
5717,they ve,29.875343325072734
5718,politically,29.868152018205965
5719,that only,29.8664055393197
5720,the early,29.85900582839906
5721,responses,29.85009845681837
5722,how dare,29.849894507940277
5723,thing you,29.84849315370576
5724,the kind,29.84419303301486
5725,giant,29.838512459275496
5726,not edit,29.83006848814238
5727,do know,29.827567979873937
5728,only be,29.826514368654358
5729,loves,29.82483985944488
5730,you edit,29.82142162372853
5731,macedonian,29.820594760638627
5732,guidelines for,29.81619756483187
5733,reputable,29.80368184716225
5734,refuse to,29.800854982639688
5735,out on,29.800434547630434
5736,but your,29.797689104990244
5737,prove that,29.793625110087213
5738,waste of,29.78370203201235
5739,suicide,29.78267254948873
5740,am very,29.782006083383973
5741,an american,29.778832125779996
5742,so how,29.776360502386
5743,classic,29.77459679513639
5744,flags,29.772150587180622
5745,yahoo,29.762259356985677
5746,36,29.7617497758129
5747,on any,29.758023180307685
5748,creating an,29.75332721514153
5749,voting,29.752709003081254
5750,said to,29.75179619759221
5751,idea what,29.75107157653783
5752,were in,29.74911809791581
5753,this can,29.747085012418054
5754,just be,29.745786699857643
5755,the various,29.73216915482986
5756,for other,29.7303662278602
5757,presence,29.726156252895077
5758,agf,29.719379423744854
5759,series of,29.718954184227957
5760,about wikipedia,29.71468453421525
5761,just trying,29.710156274532963
5762,other words,29.7054527569492
5763,per the,29.70266127080288
5764,teams,29.699368457432964
5765,er,29.69906905828803
5766,fuck up,29.697853113253963
5767,agree to,29.697071385056194
5768,those are,29.69202891356993
5769,hidden,29.689774896165993
5770,is incorrect,29.676896427544577
5771,diffs,29.675854782683658
5772,pretty sure,29.659863789819507
5773,create an,29.65698909824738
5774,property,29.654208672280973
5775,unclear,29.642477582983812
5776,and does,29.639647226174027
5777,pointing out,29.633059140613398
5778,it your,29.632210525445466
5779,some reason,29.63161358684072
5780,mean it,29.627769063655666
5781,at me,29.62427586153756
5782,pov pushing,29.624088081506187
5783,policy and,29.610950205163263
5784,read and,29.60952533841207
5785,opportunity,29.6094051649016
5786,equivalent,29.59715198014245
5787,thanks to,29.592273480087663
5788,daniel,29.581841657246752
5789,know nothing,29.578432972463375
5790,founded,29.57813866903906
5791,an explanation,29.577857268679544
5792,be allowed,29.56323263053649
5793,jackson,29.56149442950835
5794,videos,29.557318147970335
5795,to promote,29.548129308926494
5796,possibility,29.547939975416824
5797,found the,29.538781514124587
5798,failed to,29.534348227765815
5799,nose,29.53124605239505
5800,any time,29.525668192620394
5801,constitution,29.522470369237283
5802,deletion tag,29.52045998359689
5803,hoax,29.515337108657306
5804,these two,29.51115700282504
5805,territory,29.504054671616487
5806,call me,29.50107903307063
5807,and added,29.490002924410543
5808,orange,29.463215953180246
5809,products,29.45876536002071
5810,stone,29.44777933973124
5811,stage,29.446729268714197
5812,is generally,29.446115173481385
5813,threatened,29.44519215839766
5814,page this,29.444558662601274
5815,and know,29.4433615016942
5816,coming from,29.442261711930897
5817,and edit,29.439625048975508
5818,in no,29.4352829830852
5819,my last,29.425755831631186
5820,reading the,29.420100055829195
5821,believes,29.41889481757414
5822,and at,29.417249678166286
5823,on earth,29.406827159529417
5824,no personal,29.405232900010038
5825,behalf,29.40354160467095
5826,helpme,29.396933572410447
5827,reverted the,29.394835852556515
5828,name in,29.376369551513204
5829,fac,29.37086636766726
5830,exception,29.3679938892551
5831,public domain,29.367503035543876
5832,the paragraph,29.36261880253624
5833,different from,29.36234208564556
5834,your way,29.360795520146297
5835,retired,29.356474293738717
5836,be there,29.355641104190546
5837,marked,29.354414097770697
5838,notices,29.350626318091958
5839,anal,29.349689635121795
5840,was there,29.34784027758689
5841,not get,29.346013855343227
5842,the german,29.342874133194208
5843,give it,29.337172538020937
5844,article of,29.329362769450068
5845,still have,29.32693861083205
5846,of fact,29.32285644786932
5847,42,29.312194578393303
5848,result in,29.307367885095204
5849,out wikipedia,29.305994984550452
5850,petty,29.297562890658583
5851,develop,29.2902522705036
5852,dance,29.28876744250202
5853,testing,29.282705925776924
5854,lady,29.2812505748158
5855,with any,29.27301458069542
5856,extensive,29.26324980069591
5857,how did,29.252157568198662
5858,it thanks,29.2508323368043
5859,lame,29.250306521355036
5860,you add,29.250138358600307
5861,victims,29.24662931179018
5862,him in,29.24282505391919
5863,as vandalism,29.24163295881172
5864,comments and,29.241288108691254
5865,people can,29.237714856710454
5866,who cares,29.235805305429963
5867,how come,29.234945166950936
5868,muhammad,29.222923795694236
5869,by someone,29.217627525114388
5870,the company,29.21748056116434
5871,windows,29.21563760680818
5872,if any,29.213404936832628
5873,you of,29.21310123606806
5874,google search,29.208262794480344
5875,dedicated,29.2080654093114
5876,rubbish,29.20729455385349
5877,stop adding,29.204381691958115
5878,definitions,29.2028597960399
5879,why they,29.202027027189153
5880,on one,29.198694356713197
5881,accident,29.19698879199166
5882,editors to,29.19017588394087
5883,scholarly,29.185342838553304
5884,to another,29.184893149808797
5885,the law,29.1836140448755
5886,wouldn be,29.151831003858142
5887,been deleted,29.151696559303467
5888,on some,29.151162896936174
5889,was written,29.146590514435964
5890,be sure,29.133375619575204
5891,redirected,29.12438902625226
5892,did that,29.12021187410219
5893,no life,29.113979898714955
5894,fail to,29.112860460323475
5895,invited,29.103217802597385
5896,semitic,29.096489480965577
5897,describes,29.096128525668277
5898,occurred,29.071690961198794
5899,taking the,29.07007885105244
5900,off of,29.065981281415304
5901,not notable,29.054693887341557
5902,stop editing,29.048071855282682
5903,he she,29.041059141300828
5904,editors and,29.039239294971726
