,kaggle_features,kaggle_featurs_No
5241,your facts,1.3789963130809824
5242,been in,1.3788015164244452
5243,behind your,1.3784054506951642
5244,thing to,1.3776951933170236
5245,dummies,1.3762371234456543
5246,name and,1.3760302893308813
5247,something about,1.3757356674489847
5248,after your,1.3755689661339785
5249,you certainly,1.3754210465297079
5250,banks,1.3751406708464478
5251,just thought,1.3751069196353158
5252,get em,1.3750348871840603
5253,embarrassment,1.374933743369134
5254,ignoramus,1.3744219226355696
5255,comments you,1.3743794127892546
5256,wife and,1.3742300389235562
5257,your the,1.373758090721704
5258,tech,1.373100858047041
5259,guard,1.3730037712092382
5260,list of,1.3726820648826077
5261,long time,1.3726123374674684
5262,ratings,1.3720230672364149
5263,increasing,1.3715649435883803
5264,go on,1.3715370370281137
5265,team you,1.371291273077566
5266,george bush,1.3708421377281372
5267,or get,1.370556485911181
5268,had this,1.3702702091459051
5269,acts,1.3694713419804136
5270,ncongrats,1.3693512874093738
5271,hire,1.369184590374966
5272,me out,1.3690979464713846
5273,would probably,1.368876639227
5274,delusion,1.3685310258218253
5275,up that,1.3685288251520582
5276,seat,1.36652105345136
5277,of little,1.365386761232809
5278,the subject,1.3650371305404563
5279,german,1.3649949662494445
5280,smarter than,1.3647326993322233
5281,economic,1.364700880484742
5282,laugh at,1.3645337167035752
5283,brian,1.3635298218448426
5284,me laugh,1.3633257320037524
5285,like big,1.3627043724995107
5286,but we,1.3626872633599412
5287,out at,1.3624855453829308
5288,how it,1.3620033135156826
5289,rapper,1.361901940975745
5290,know all,1.360736006719292
5291,wait you,1.3604360559638313
5292,your profile,1.3604321996584345
5293,then your,1.360332863538282
5294,barack obama,1.3601676910710918
5295,reasoned,1.3599364798413711
5296,didn have,1.359932260369868
5297,hate that,1.3598308556990526
5298,state of,1.3595158342928089
5299,very proud,1.3591518904624849
5300,the poor,1.3589021767649772
5301,watch out,1.3585126765906117
5302,was great,1.3582241239392947
5303,that got,1.3582219311022425
5304,picture of,1.3578708537467803
5305,tramp,1.3575267220275957
5306,gm,1.3573791193305333
5307,buddies,1.356803340785755
5308,not because,1.3566685817616482
5309,you xa0are,1.3565716382657955
5310,sick of,1.356330722453886
5311,were the,1.3560784018243457
5312,are well,1.3559953205327542
5313,ignorant and,1.3558338805233225
5314,me how,1.3558006174668205
5315,the republicans,1.355707680231505
5316,so guess,1.3556640723751876
5317,race card,1.3555405311252575
5318,who did,1.3555005524978612
5319,loose,1.3553240191251117
5320,became,1.355232285855092
5321,brainwashed,1.355070941673052
5322,automatically,1.3548803183997427
5323,me that,1.3541368701352228
5324,remove,1.353957609529501
5325,like some,1.3538555946139537
5326,back on,1.3536628336622993
5327,me up,1.3535546685665183
5328,soros,1.3535383244847226
5329,your cave,1.35305966307607
5330,you damn,1.3529507684203086
5331,wshh,1.3527189508824529
5332,the list,1.352417228094771
5333,right there,1.3521184716596069
5334,his first,1.351455945413894
5335,guest,1.3513627885631987
5336,despise,1.351274019010578
5337,property,1.3509960008247235
5338,quotes,1.3508659843754018
5339,the bottom,1.3504529048451446
5340,do realize,1.3502577929298705
5341,like there,1.3497363770197963
5342,well said,1.3497189616102814
5343,qb,1.349664644195577
5344,is only,1.3496340731776357
5345,ll bet,1.3492093270064454
5346,my little,1.3490983100845977
5347,but for,1.3490314699742487
5348,xa0 am,1.3486951744383955
5349,back up,1.3479458115555645
5350,gives shit,1.347753890393397
5351,get on,1.3474701320635267
5352,push,1.346719119782289
5353,looking at,1.346523844432674
5354,still think,1.3464327146911066
5355,used the,1.3463189270955551
5356,remind,1.3462606051299741
5357,belong,1.345389072215437
5358,and say,1.3453382177854585
5359,robots,1.3450956472724036
5360,nthey are,1.3450713002811991
5361,is black,1.3445866693042903
5362,no he,1.3443220033522723
5363,obama campaign,1.343952368289505
5364,bar,1.3434849888094018
5365,all along,1.3434206030000744
5366,xe1,1.342850055904571
5367,bored,1.342789481215748
5368,your iq,1.342401876086997
5369,why dont,1.3421860604942082
5370,penny,1.341704576343147
5371,them with,1.3413942270610961
5372,granny,1.3411315330809237
5373,your picture,1.3408728304790254
5374,spin,1.340483710431176
5375,legal,1.3402805743572854
5376,time that,1.3394595986122948
5377,way in,1.3393947687144416
5378,put up,1.3393583922809513
5379,helps,1.33928949059492
5380,feel bad,1.3391319055278434
5381,lib,1.3388768881659878
5382,cure,1.3385662109517011
5383,present,1.3384994625934798
5384,right in,1.3384947495973107
5385,to being,1.3382470483924527
5386,shes,1.3380378978256307
5387,marxist,1.337938568281343
5388,when people,1.3379030563814327
5389,they aren,1.3377514370290366
5390,becomes,1.3368956098166869
5391,you today,1.3364935633210173
5392,with her,1.3364395909223845
5393,phones,1.336370610668378
5394,thing is,1.336183011331952
5395,atleast,1.3359584850106365
5396,my wife,1.3359260424646258
5397,tell the,1.335808618698078
5398,ran,1.3357612972966024
5399,wh,1.3356406960162497
5400,cod,1.3354556580253742
5401,he may,1.3348227132307133
5402,pins,1.3348065363948922
5403,xa0one,1.3346061148015576
5404,comment about,1.3341715770331461
5405,to sleep,1.3341561731195082
5406,asking for,1.3339177552465322
5407,productive,1.3335781696765365
5408,post your,1.3334639960481813
5409,richards,1.3333216926866833
5410,gonna be,1.3332112432888699
5411,rubio,1.3330691888816564
5412,it wasn,1.3330314239683503
5413,can put,1.33291614410122
5414,fabulous,1.3329068327225033
5415,that right,1.3323614317737764
5416,that but,1.3321553490345033
5417,feeling better,1.3321456915467726
5418,cite,1.3318990842516933
5419,brick,1.331619825669174
5420,and would,1.3315979954911061
5421,on him,1.3314797851869218
5422,just trying,1.3314719054056798
5423,font,1.3311547099945746
5424,molesting,1.3311393630300676
5425,this man,1.3308262964960744
5426,do is,1.3307381985964326
5427,your daddy,1.3304256429051546
5428,like said,1.3299897197673938
5429,wright,1.3297177513998084
5430,is quite,1.3296986303810212
5431,some kind,1.329426372029785
5432,and those,1.3291420214126788
5433,quarter,1.329108845750567
5434,sue,1.329103296541418
5435,filth,1.3284766833282047
5436,talks,1.327975048536373
5437,it at,1.3277151269182255
5438,pile,1.3274919572552548
5439,xa0if,1.3274559536911248
5440,rat,1.3271224395082373
5441,beings,1.3266966381563337
5442,amp,1.326660145764645
5443,you because,1.3261008344245822
5444,shooter,1.3249509526787975
5445,there will,1.3247135515556012
5446,bastards,1.324691992818626
5447,1000,1.3246753097861617
5448,is coming,1.3240440250606136
5449,xbf,1.3239660958844695
5450,more and,1.3239514257635434
5451,chose,1.3236479421907623
5452,federal government,1.3234944606390666
5453,tampa,1.322928985224289
5454,just being,1.3225421499933157
5455,corn,1.3222885095998813
5456,trend,1.3222855192031373
5457,can come,1.3215425816310826
5458,into this,1.321083687405332
5459,u200f,1.3209700987265625
5460,real name,1.3206158509501478
5461,name of,1.3203126428145606
5462,xa0 now,1.32025639124675
5463,put down,1.320100424926114
5464,not make,1.319956410538343
5465,at me,1.3194358739687326
5466,they had,1.3193600809885906
5467,burned,1.3190591094651722
5468,it true,1.3189461397599758
5469,bird,1.3184030975895509
5470,to rape,1.3182177862206035
5471,russia,1.3180195102407635
5472,hoping,1.3179615245493794
5473,sort of,1.317811276579304
5474,passing,1.317789801692633
5475,don enjoy,1.3173784103995407
5476,idea that,1.3173657502865994
5477,becoming,1.3173133038911828
5478,advice,1.317264703651205
5479,his wife,1.3171600605539855
5480,ch,1.316992048520176
5481,tone,1.3169379880700456
5482,best team,1.316832091667668
5483,inspiration,1.3166434242312788
5484,may have,1.3165709703698565
5485,order to,1.3164151014649779
5486,eat shit,1.3158374083846451
5487,judged,1.3158198933172494
5488,yet here,1.315726485906085
5489,stink,1.3155709854904893
5490,fool of,1.3154460646612547
5491,have great,1.3151021349792023
5492,that god,1.3148720737296926
5493,in office,1.3145913565633336
5494,section,1.3142879422090177
5495,proof of,1.31396579218177
5496,he went,1.31372538497336
5497,proper,1.3134939039031286
5498,your just,1.3132245198268295
5499,keep up,1.313179189497692
5500,lolol,1.3129370603511328
5501,everyone else,1.312622753413197
5502,hollywood,1.3126085506024592
5503,fascist,1.3124188714713103
5504,figure out,1.3116907457183522
5505,who do,1.3114652296115867
5506,give up,1.3114196606886395
5507,wondering,1.3110806967850381
5508,to spell,1.3110531200205284
5509,be said,1.3108942968956785
5510,affair,1.3108555592313618
5511,be such,1.3107435248884989
5512,give shit,1.310516194008212
5513,for us,1.3096888008793237
5514,areas,1.3095996012171383
5515,elections,1.3094686078666875
5516,been there,1.3094548613792139
5517,for human,1.30918685246878
5518,rider,1.309183149462471
5519,doesn matter,1.3091525491420908
5520,talking shit,1.3089482598500155
5521,search,1.3084937657952955
5522,spit,1.3074679216093963
5523,the trolls,1.3073500951389923
5524,gave you,1.3073352863756584
5525,you up,1.306769001254914
5526,senate,1.3064507946780402
5527,actor,1.3063790916314053
5528,minority,1.306173068360323
5529,more to,1.3059773813622946
5530,creep,1.3059475063733137
5531,back into,1.305842835464224
5532,stated,1.3058199479523052
5533,apparently you,1.3057776364864002
5534,wonder if,1.3055110104154992
5535,know where,1.3054083985042535
5536,cpc,1.3047580008575648
5537,the morning,1.3047085886187422
5538,are at,1.304479352932824
5539,love it,1.3044426926228532
5540,kg,1.304346079911952
5541,gay faggot,1.3042554224674656
5542,the woods,1.3039050510479486
5543,go into,1.3035241769484707
5544,wanna be,1.3034875378628392
5545,theory,1.3034828592262637
5546,kemp,1.3032957261901486
5547,contact,1.303214897978448
5548,caps,1.303083083873836
5549,oxygen,1.3024559211224203
5550,although,1.3019844635790576
5551,not wanted,1.3018931226459773
5552,19,1.3018927725583915
5553,insurance,1.301632123464099
5554,stage,1.3014610614386608
5555,their life,1.3014113957608286
5556,statements,1.3011867209193444
5557,corner,1.3011288414093864
5558,saying it,1.3010779618546982
5559,pass on,1.3008681128103248
5560,what can,1.3008579985748245
5561,tell that,1.300835354897063
5562,sour,1.3006511575083892
5563,really believe,1.3005816243277093
5564,name right,1.300511138665567
5565,know this,1.3002038027886156
5566,impressive,1.300185104989133
5567,cities,1.3000469729213278
5568,he must,1.2996763565799052
5569,the north,1.2996540668514327
5570,memorial day,1.2994070272855047
5571,face of,1.2993934744077462
5572,engineers,1.2992291643830283
5573,abortion,1.2987619552480423
5574,sides,1.2987023299008045
5575,war on,1.29814045399048
5576,me but,1.2981126977517141
5577,post and,1.2980558513295952
5578,would love,1.2979704167291195
5579,ll see,1.2978985718954528
5580,wings,1.297035709963609
5581,choke,1.2969859845456422
5582,nipple,1.2966141178775834
5583,on what,1.2964529225454604
5584,white man,1.29549373682226
5585,staff,1.2953975327839928
5586,you no,1.2950982005204414
5587,rant,1.2950570577661713
5588,in 2010,1.295020103172611
5589,fair share,1.2949783894975104
5590,your liberal,1.2949214028579794
5591,hope for,1.2948816608855194
5592,fare,1.294630970370508
5593,have seen,1.294288746883721
5594,xa0 like,1.294069828689164
5595,are actually,1.2935716119388943
5596,85,1.2934268155153712
5597,tube,1.293063427970619
5598,don seem,1.2930443044490345
5599,ever you,1.2929926347288694
5600,material,1.2927741086813354
5601,blew,1.2927171363021885
5602,ll try,1.2922024250535427
5603,in syria,1.2921759655915963
5604,mouth and,1.2921239319229583
5605,talked,1.2920030739919577
5606,the year,1.2917848747264054
5607,really suck,1.2915876244558389
5608,right it,1.2915338523777327
5609,about what,1.2911552721525417
5610,you liberals,1.290724615628558
5611,claims,1.2905801849261853
5612,windows,1.2899304406117669
5613,then again,1.2895367731384049
5614,mean that,1.2893706991446245
5615,it easy,1.289008465430281
5616,if someone,1.2886454541501864
5617,dancing,1.2886350567654796
5618,here on,1.2883185941032838
5619,once in,1.2881286173527158
5620,no offense,1.2879583245656336
5621,don go,1.287886030444425
5622,find out,1.28762516058303
5623,the dog,1.287467164021756
5624,thought that,1.2872629828988353
5625,xa0 hope,1.2868155359726692
5626,one xa0,1.2866034969685145
5627,russian,1.2864824674299329
5628,hate to,1.2858102802797973
5629,may not,1.2847429466805134
5630,packer,1.2847354229894767
5631,ranting,1.2846837924265226
5632,sure hope,1.2844556294562681
5633,so cool,1.2844046049364097
5634,hoes,1.2843732356667146
5635,storm,1.2841209765481703
5636,xa0 why,1.283744772423988
5637,little shit,1.2835587594131914
5638,parties,1.283499023521265
5639,am the,1.2833391526693871
5640,booty,1.282995714554378
5641,nthanks,1.2823052931473442
5642,xf3,1.2822010215377548
5643,kill the,1.2821468340959519
5644,is doing,1.2820003453606847
5645,nice day,1.281935169950256
5646,exposed,1.281882162770267
5647,have more,1.2818683810380853
5648,table,1.2815870952351278
5649,the price,1.2811614494596615
5650,in to,1.2809461536540674
5651,go ahead,1.2808310404758756
5652,your beautiful,1.280479817049315
5653,always have,1.2797603597151108
5654,females,1.2797114228400386
5655,be watching,1.279629045919991
5656,events,1.279539059845656
5657,wouldn you,1.278965843820638
5658,amount of,1.2789454459111353
5659,singing,1.278851860499481
5660,friendly,1.2788342832432675
5661,the refs,1.2786685890901928
5662,incompetent,1.277508696228948
5663,the race,1.2774142938390036
5664,my point,1.2766616313078165
5665,admire,1.2764413581557725
5666,over there,1.2763397974078148
5667,of america,1.2759112943494926
5668,than any,1.2758257674327989
5669,in general,1.275748570190238
5670,dennis,1.2756925089896727
5671,home and,1.2755322424029871
5672,use it,1.2753238564363887
5673,cases,1.2749859608099898
5674,you one,1.274790624913281
5675,your chin,1.274780675419739
5676,when is,1.2745600146141598
5677,gay boy,1.2740326250764418
5678,disagree with,1.2739884030696016
5679,won let,1.2737883972424435
5680,37,1.2736452364585178
5681,re making,1.2733367477402924
5682,stand by,1.2732583368967878
5683,bleeding,1.2731931350518706
5684,movement,1.2731788113841236
5685,no they,1.2730884267833915
5686,population,1.2730073248363303
5687,bad as,1.272891820063403
5688,one you,1.2728475530455556
5689,regardless of,1.272683063007074
5690,surplus,1.2724381022746227
5691,only be,1.2722839546141393
5692,have it,1.2722720050318916
5693,cold,1.2717227177724495
5694,please stop,1.2716991987835402
5695,how your,1.2716882215738659
5696,bill clinton,1.2716118590226033
5697,if these,1.2715758094793117
5698,even the,1.2714325346882331
5699,pm,1.271323450641646
5700,was an,1.2712692330868178
5701,post the,1.2712671280620518
5702,will win,1.2711332357103418
5703,up it,1.2708376857495558
5704,to not,1.2700715967191947
5705,the military,1.2699314314277954
5706,all don,1.2699157728028272
5707,were going,1.2698592053355435
5708,presidency,1.2698360611714983
5709,is stupid,1.2697030575406958
5710,lesson,1.2696756053467009
5711,ashley,1.269593701029462
5712,professional,1.2694154241725695
5713,about those,1.268969730098474
5714,corruption,1.2686759918170127
5715,all star,1.2682955989452696
5716,arrested,1.2678733827008406
5717,because if,1.2677872460249369
5718,hold your,1.2676224328910681
5719,just get,1.2675976906201643
5720,remain,1.267562204341889
5721,behind the,1.267478166958671
5722,xa0 can,1.2670788464718579
5723,it down,1.2669592723330811
5724,heads,1.266943494083339
5725,responsible for,1.2668571535274182
5726,u0111,1.2667834446531927
5727,senator,1.2667030515666906
5728,commentary,1.2665437891547624
5729,choices,1.2663613171467152
5730,remarks,1.266318459844991
5731,it may,1.266204593322701
5732,complete moron,1.266075444170597
5733,ll have,1.2651275868214398
5734,independent,1.2650670112391142
5735,it about,1.2650474812869763
5736,brains,1.2650210638829893
5737,beach,1.2649768183104948
5738,passed,1.2639364132994584
5739,the red,1.2638345915312124
5740,ab,1.2637481370778583
5741,dirt,1.2637060322197815
5742,damn what,1.2635911786928624
5743,miles,1.263529909766623
5744,something that,1.2634212995777971
5745,they ve,1.2633688982741083
5746,jungle,1.2630433539631425
5747,you act,1.2629873924896478
5748,on how,1.262864171017689
5749,have good,1.2625964594158572
5750,own posts,1.2625347161763707
5751,figured,1.2624466670304442
5752,out it,1.2621658865773138
5753,stories,1.2621363150086995
5754,run by,1.2620772535726108
5755,poster,1.261898008568508
5756,after you,1.2615758346117922
5757,the court,1.2615239657812782
5758,funny you,1.2613202833376858
5759,yourself in,1.2611535825021525
5760,bla,1.2603773125541886
5761,an excuse,1.2602435464777069
5762,separate,1.2600914471288984
5763,farm,1.2599239552521468
5764,at work,1.2598345656062553
5765,the heck,1.259545345468744
5766,info,1.259401470157389
5767,bat,1.2586149597069487
5768,warrior,1.2585725850868763
5769,gold,1.2584696618780424
5770,low life,1.258436172147336
5771,in trouble,1.2581314574810893
5772,loosing,1.2576945361148966
5773,whores,1.257656848144658
5774,harden,1.257525356574899
5775,and pathetic,1.2571814523874054
5776,is broken,1.2570259640621648
5777,xa0 look,1.2564018435834035
5778,and talk,1.2561248038395005
5779,preach,1.2560541789419915
5780,about my,1.255973805431025
5781,pinterest,1.2548941329705563
5782,dummy,1.2547853796494395
5783,ilk,1.2546572745786315
5784,pitiful,1.2544318955621738
5785,ask you,1.2542510152632291
5786,picked up,1.2539409081485775
5787,as in,1.2537173273767603
5788,you hit,1.2536970315092881
5789,good idea,1.2525740271467594
5790,shit xa0,1.2525349912039587
5791,anonymous,1.2523971099590068
5792,people can,1.2521472423543794
5793,let it,1.2518615001492717
5794,brewer,1.25179008822122
5795,pockets,1.2512496203902634
5796,parasite,1.2512217468581313
5797,on other,1.251034769690851
5798,the xa0,1.250874254382486
5799,fell,1.2507314235932114
5800,your messiah,1.2506666632367087
5801,shit that,1.2504654252865866
5802,how this,1.2503608155060282
5803,published,1.2502333432262458
5804,ni think,1.2501345335608738
5805,authority,1.2500552169645822
5806,and people,1.2494735253669678
5807,will see,1.2492773463115583
5808,the constitution,1.2488746467456215
5809,wicked,1.2487810184717127
5810,good laugh,1.248735730166114
5811,you forgot,1.248408443972333
5812,americans are,1.2483005478664926
5813,to follow,1.2479662847075768
5814,the english,1.247963459711177
5815,warfare,1.2478273065709888
5816,actually think,1.247703359168143
5817,better then,1.2476171064280681
5818,wisconsin,1.2475825547219594
5819,working on,1.2473481334176568
5820,always been,1.247341435637365
5821,few years,1.247180945306645
5822,to one,1.2470824793382589
5823,damned,1.246937246283449
5824,jury,1.2468447925782074
5825,them for,1.2466911379889765
5826,the night,1.2466752341380845
5827,there no,1.246366141483691
5828,spring,1.2463551882190929
5829,is up,1.2463253048007987
5830,least we,1.246054972460613
5831,sisters,1.2453436290411357
5832,to attend,1.245187143914038
5833,legally,1.2449203404874822
5834,cocky,1.244855195966147
5835,them some,1.2440084623384766
5836,power to,1.243853258124216
5837,for what,1.2436758560353085
5838,medicine,1.2433381103871568
5839,opinion and,1.2432989723417716
5840,att,1.2430988602101303
5841,05,1.2430422616359427
5842,and its,1.2430091097063918
5843,have taken,1.2429271389749386
5844,aint no,1.2428390069090591
5845,golf,1.2426099417769558
5846,sense of,1.2425930032613877
5847,she said,1.2425030821769643
5848,shape,1.2423727434406135
5849,mark,1.242115889297596
5850,like fool,1.2420326659656888
5851,my daughter,1.2418372073830315
5852,fuck boy,1.2418367843569105
5853,result,1.2417748024531217
5854,about his,1.2416097902599752
5855,but to,1.2415886538687753
5856,alright,1.2415795834156902
5857,define,1.241474265615501
5858,can all,1.2412587631052174
5859,accurate,1.241251587109137
5860,majority of,1.2408255151468763
5861,bullying,1.2406699375932788
5862,pull out,1.2404693372049012
5863,adults,1.239982059048835
5864,pg,1.2396167292948799
5865,eat some,1.2391377393007577
5866,sheet,1.2385953346611513
5867,don try,1.238085750230556
5868,ass fuck,1.2375890277231245
5869,this kind,1.2375397692600434
5870,all there,1.2374208268719404
5871,red sox,1.2371823948036473
5872,or an,1.2366954422086476
5873,man xa0,1.2365906217760831
5874,this post,1.2361306098303464
5875,pissed,1.2360692065207863
5876,abused,1.2360259638925277
5877,your friends,1.2356141738038844
5878,find it,1.234620279322663
5879,seattle,1.2345107598485747
5880,wouldn be,1.2343701000020895
5881,who said,1.234358950553398
5882,these days,1.2342519996580203
5883,never heard,1.2341814353020486
5884,the national,1.233581691567402
5885,trial,1.2334937511390962
5886,ngod,1.2329429193166428
5887,the video,1.2327422637965788
5888,birth certificate,1.2325223386248503
5889,are under,1.2323785082842402
5890,the cost,1.2323110981271592
5891,there you,1.2322874340878793
5892,singh,1.2319641259399168
5893,just little,1.231378973026263
5894,have all,1.2313705282209748
5895,grand,1.231281516519981
5896,call them,1.2312751362302536
5897,had an,1.2310199228085144
5898,besides,1.2309874899696438
5899,him the,1.2308722437902155
5900,prepared,1.2302736567857566
5901,greece,1.229391144193859
5902,can beat,1.2293192514830338
5903,man who,1.2290730395896043
5904,plain and,1.2289319622066563
5905,via,1.228824495625829
5906,yourself to,1.2287349556077247
5907,one more,1.2283950108075135
5908,to someone,1.2281871224676486
5909,real life,1.228044836824465
5910,paste,1.227524080995959
5911,gift,1.227450759770293
5912,assad,1.2273167541107297
5913,disturbed,1.2262109286190392
5914,stand on,1.226101058396761
5915,someone is,1.2257997180809141
5916,so glad,1.2257088756116779
5917,fully,1.2256291402604174
5918,the stuff,1.2252136946628556
5919,immature,1.2242136752732955
5920,those of,1.2238057123901687
5921,where do,1.2238056947306517
5922,other comments,1.2233282287979912
5923,you then,1.2232238325690532
5924,eric,1.2227633406913925
5925,than being,1.2226872343053468
5926,u2026,1.2223909286612777
5927,that ass,1.222275259958021
5928,don tell,1.221955480989159
5929,lunch,1.2219443880341427
5930,stooge,1.2217497116067053
5931,some research,1.221142448410697
5932,fact is,1.2211304704957309
5933,lets see,1.2209222128962114
5934,team and,1.220814573015207
5935,yeah like,1.2206282384541258
5936,by now,1.2202512198838948
5937,elevator,1.2202356753596928
5938,batting,1.219887926046063
5939,apologize,1.219697479542325
5940,the union,1.218578852309047
5941,offended,1.2184786249103952
5942,assuming,1.2182046274007212
5943,spain,1.217952574633466
5944,risk,1.217901759584402
5945,is racist,1.2177916040116603
5946,hardware,1.21772066103203
5947,then go,1.2176580594599857
5948,understand this,1.217450900140959
5949,was no,1.217433663489638
5950,didn get,1.2170378116083693
5951,much about,1.216884431110035
5952,do better,1.2167957738245407
5953,51,1.216572405268496
5954,snow,1.216550170314032
5955,year and,1.2162751209577403
5956,just makes,1.2162375565482548
5957,name for,1.2162068779476916
5958,span span,1.2159956807770862
5959,enemy,1.2155829064808765
5960,alabama,1.2155681670163483
5961,drop dead,1.2155320789399489
5962,kool,1.2155072164360423
5963,re saying,1.2153192700178472
5964,someday,1.2151757325715211
5965,sissy,1.2150132790750856
5966,judging,1.2149466010029975
5967,tell them,1.214553966898465
5968,re probably,1.2143461181936495
5969,2ne1,1.2138636166526537
5970,pay taxes,1.213860325180859
5971,jon,1.2131202203622566
5972,or some,1.2130848170559214
5973,will all,1.2122449819801566
5974,see my,1.2121380312798529
5975,jeff,1.2116894001708889
5976,this team,1.2113844246264174
5977,comic,1.2113232842906663
5978,murdered,1.2112203084816788
5979,how does,1.2111354560914394
5980,hope we,1.211111124761359
5981,to where,1.2109678701997928
5982,it what,1.2108669869048774
5983,employee,1.2103141154082953
5984,go figure,1.2102752248494373
5985,call your,1.2102650280568747
5986,sure it,1.2097616376910725
5987,you enjoy,1.2097333171401619
5988,held,1.2094521411540597
5989,answered,1.209142734724425
5990,scam,1.209115924209556
5991,for people,1.2083662767956775
5992,the idea,1.2075789745775753
5993,easily,1.2073237502165097
5994,along with,1.2071964936758264
5995,crushed,1.2070128014635133
5996,women are,1.2070083500162458
5997,you out,1.2065563129513601
5998,br div,1.20653038452542
5999,of me,1.2060851363479248
6000,leading to,1.2060382943078185
6001,item forum,1.206017625848213
6002,item description,1.206017625848213
6003,that matters,1.2059471811879152
6004,need you,1.2056303509750483
6005,and love,1.2055689401186729
6006,chain,1.2055609439528752
6007,moron xa0,1.2053854605869456
6008,will change,1.2053789435554754
6009,racist you,1.2052962474893194
6010,cried,1.2050818526045757
6011,are sure,1.2049221800580792
6012,your argument,1.2046451090154084
6013,just make,1.2044192369595044
6014,sdl,1.2041601126098325
6015,reaction,1.2039487245197034
6016,mv,1.2039429239041772
6017,she should,1.2038930711758793
6018,stealing,1.2038148180313073
6019,smacked,1.2037738380690925
6020,are blind,1.2031276418843422
6021,hole and,1.203117401788271
6022,editor,1.2031153433146156
6023,is way,1.2028091980819442
6024,you grow,1.2027477906816353
6025,ruined,1.2023226735526547
6026,on its,1.2022143868257464
6027,las,1.202117796260372
6028,been fucked,1.2020862505431469
6029,cannot be,1.202074435332635
6030,that obama,1.201781005273597
6031,it had,1.2013589142143828
6032,puppy,1.2012654027191914
6033,writer,1.2011837467608255
6034,xa0let,1.2011077895801379
6035,suck on,1.2008580626203744
6036,covered,1.2006384011407822
6037,jennifer,1.2006372688502098
6038,someone to,1.2005360348861003
6039,man to,1.20052732477059
6040,the color,1.2002991391149294
6041,over that,1.2000653375562675
6042,salts,1.1999775157842354
6043,bath salts,1.1999775157842354
6044,the kind,1.199948579078463
6045,professor,1.199399228374666
6046,so now,1.1993760433698764
6047,this forum,1.1991233843624893
6048,money from,1.1987253851203692
6049,here are,1.1986825219250823
6050,leg,1.1985282437367617
6051,need and,1.1985127859277016
6052,employees,1.1984070730092604
6053,legend,1.1982607823012894
6054,cocaine,1.1982439330534127
6055,xec,1.198176676725756
6056,but don,1.1981220819226879
6057,it even,1.198083254798026
6058,prince,1.1978798202603103
6059,your talking,1.197767966138838
6060,xa0he is,1.197712953980136
6061,said the,1.1976627658004233
6062,govt,1.1974122180312772
6063,like crap,1.197283748339383
6064,mail,1.1972392732657633
6065,bodies,1.1971819478330066
6066,nmore,1.1970372930733764
6067,pra,1.1970370492081746
6068,for long,1.1970228072289792
6069,not saying,1.196881848258344
6070,minutes ago,1.1966569601208161
6071,burger,1.1965521031080109
6072,of life,1.1958928333032868
6073,lift,1.1958522894741193
6074,va,1.1956511184674574
6075,begin,1.1955579422151048
6076,ago and,1.1952342383190813
6077,worms,1.1952058860256778
6078,if was,1.1951981287259987
6079,point it,1.1951732829508812
6080,the dl,1.1951645388634624
6081,liberal troll,1.1945537264448882
6082,be fucking,1.1943748267279748
6083,own and,1.1937500903735394
6084,your words,1.1934963748616771
6085,he never,1.1930443893797757
6086,have got,1.1930133000569292
6087,actually you,1.1927532927010553
6088,information from,1.1919562095773402
6089,really want,1.1915399267126812
6090,loon,1.1911997176027154
6091,which you,1.1911712478493297
6092,across the,1.1911500450006485
6093,ever get,1.1911317964883215
6094,marco,1.191094553079242
6095,make money,1.1909802314197222
6096,die for,1.1908227817595278
6097,him he,1.1907034418460787
6098,that too,1.1904857209281756
6099,wages,1.1904690407088407
6100,vet,1.1901289725420514
6101,overweight,1.190054062631591
6102,he looks,1.1895821694308701
6103,lefties,1.1895562127599928
6104,little punk,1.18922635344662
6105,underwear,1.189108480779355
6106,then we,1.18877969008608
6107,will continue,1.188729352268537
6108,hai,1.188715224474185
6109,michigan,1.1886764224231792
6110,have big,1.1884492369464414
6111,outfit,1.1883094443183744
6112,afternoon,1.1882183953485308
6113,reading comprehension,1.1881594191583351
6114,made it,1.1880812225518507
6115,just an,1.1875541390777626
6116,just need,1.1874735222681418
6117,target,1.1872904816590022
6118,the uk,1.1872182358626988
6119,and dont,1.1872146674242627
6120,are my,1.1871140215494416
6121,29,1.1866109808504308
6122,your nose,1.1862271158711746
6123,assertion,1.1862248210361694
6124,that doesn,1.1861632120910557
6125,wiping,1.1860061821613566
6126,species,1.1855329353403938
6127,criminals,1.1854425093436696
6128,complaining about,1.1852799346368628
6129,get his,1.1851041680736483
6130,this woman,1.1850373813390958
6131,sono,1.1850259868175366
6132,them on,1.184506436611556
6133,re both,1.1843329802678748
6134,this up,1.184325315459635
6135,stayed,1.1840398208722507
6136,in game,1.1839780168327483
6137,calling someone,1.1835006318926373
6138,repeat,1.183409924915551
6139,betting,1.1833762171299358
6140,that much,1.1833747639728083
6141,stoopid,1.183200428531214
6142,look bad,1.1831567795342508
6143,is much,1.1830966847510185
6144,comments like,1.1825853214322943
6145,them so,1.1817838724581804
6146,your job,1.1814980535742587
6147,you clearly,1.181476622054633
6148,administration,1.1813317595505541
6149,your shit,1.1813117424816884
6150,reference,1.1811433096601827
6151,third,1.1811406279477066
